Date,Close
12/14/2018 16:00:00,161.08
12/17/2018 16:00:00,157.43
12/18/2018 16:00:00,158.42
12/19/2018 16:00:00,154.53
12/20/2018 16:00:00,152.29
12/21/2018 16:00:00,147.57
12/24/2018 13:00:00,143.5
12/26/2018 16:00:00,152.46
12/27/2018 16:00:00,153.05
12/28/2018 16:00:00,152.97
